149713408,2022/9/1,2022/9/2,39,month,No
153756284,2022/9/1,2022/9/2,39,month,No
121253113,2022/9/1,2022/9/23,39,month,Yes
154467210,2022/9/1,2023/6/29,39,month,Yes
154510811,2022/9/1,2023/5/8,39,month,Yes
154494346,2022/9/1,2022/11/26,39,month,Yes
148671505,2022/9/1,2022/11/23,39,month,Yes
154568379,2022/9/1,2022/10/25,39,month,Yes
154428434,2022/9/1,2022/10/31,39,month,Yes
154601651,2022/9/1,2022/9/26,39,month,Yes
122824692,2022/9/1,2022/9/15,39,month,Yes
151154171,2022/9/2,2022/9/2,39,month,Yes
154640950,2022/9/2,2022/12/9,39,month,Yes
154617329,2022/9/2,2022/10/27,39,month,Yes
154089211,2022/9/2,2022/10/9,39,month,Yes
154653820,2022/9/2,2022/9/26,39,month,Yes
136108848,2022/9/3,2022/9/4,39,month,Yes
135185873,2022/9/3,2023/5/10,39,month,Yes
154592664,2022/9/3,2023/4/1,39,month,Yes
119436804,2022/9/3,2023/4/10,39,month,Yes
152929657,2022/9/3,2022/11/23,39,month,Yes
154708974,2022/9/3,2022/10/18,39,month,Yes
154567722,2022/9/3,2022/9/29,39,month,Yes
154719788,2022/9/3,2022/9/25,39,month,Yes
154809306,2022/9/4,2022/9/5,39,month,Yes
140391539,2022/9/4,2023/4/5,39,month,Yes
153194806,2022/9/4,2023/4/16,39,month,Yes
144402204,2022/9/4,2022/9/22,39,month,Yes
154747678,2022/9/4,2023/1/15,39,month,Yes
130939158,2022/9/4,2023/2/19,39,month,Yes
150912359,2022/9/4,2022/11/2,39,month,Yes
154132592,2022/9/4,2022/11/1,39,month,Yes
153368891,2022/9/4,2022/10/11,39,month,Yes
154904040,2022/9/5,2022/9/6,39,month,Yes
127604200,2022/9/5,2022/10/6,39,month,Yes
154913576,2022/9/5,2023/3/13,39,month,Yes
154910432,2022/9/5,2023/3/13,39,month,Yes
154911229,2022/9/5,2023/3/12,39,month,Yes
154518837,2022/9/5,2023/1/3,39,month,Yes
154910009,2022/9/5,2023/2/8,39,month,Yes
154911693,2022/9/5,2023/2/8,39,month,Yes
154894177,2022/9/5,2022/12/12,39,month,Yes
154494026,2022/9/5,2022/12/12,39,month,Yes
154245189,2022/9/5,2022/11/26,39,month,Yes
154604182,2022/9/5,2022/10/19,39,month,Yes
154711552,2022/9/5,2022/10/5,39,month,Yes
154827564,2022/9/5,2022/10/9,39,month,Yes
143581543,2022/9/5,2022/10/12,39,month,Yes
154867798,2022/9/5,2022/10/5,39,month,Yes
154863996,2022/9/5,2022/9/9,39,month,Yes
154828806,2022/9/6,2022/11/20,39,month,Yes
154934030,2022/9/6,2022/11/13,39,month,Yes
153671424,2022/9/6,2022/10/13,39,month,Yes
154693818,2022/9/6,2022/10/13,39,month,Yes
154110938,2022/9/6,2022/9/26,39,month,Yes
154809306,2022/9/6,2022/9/28,39,month,Yes
148864769,2022/9/8,2022/10/28,39,month,Yes
123850281,2022/9/8,2022/10/15,39,month,Yes
155167073,2022/9/8,2022/10/6,39,month,Yes
153684891,2022/9/8,2022/9/9,39,month,Yes
131277340,2022/9/9,2023/3/1,39,month,Yes
152027172,2022/9/9,2022/12/2,39,month,Yes
155212612,2022/9/9,2022/11/3,39,month,Yes
155188498,2022/9/9,2022/10/9,39,month,Yes
155145336,2022/9/9,2022/10/3,39,month,Yes
152506474,2022/9/9,2022/10/16,39,month,Yes
118029150,2022/9/9,2023/8/16,39,month,Yes
155326259,2022/9/10,2023/2/21,39,month,Yes
155311918,2022/9/10,2022/12/12,39,month,Yes
154391473,2022/9/10,2022/10/12,39,month,Yes
155283495,2022/9/10,2022/10/8,39,month,Yes
154597373,2022/9/10,2022/10/6,39,month,Yes
155370310,2022/9/11,2023/5/16,39,month,Yes
155289120,2022/9/11,2023/2/15,39,month,Yes
155351408,2022/9/11,2022/12/11,39,month,Yes
155336773,2022/9/11,2022/12/24,39,month,Yes
155017581,2022/9/11,2022/11/2,39,month,Yes
154401329,2022/9/11,2022/10/15,39,month,Yes
155334828,2022/9/11,2022/10/11,39,month,Yes
154815431,2022/9/11,2022/9/11,39,month,Yes
155343938,2022/9/11,2023/8/18,39,month,Yes
152436458,2022/9/12,2022/9/12,39,month,Yes
154689541,2022/9/12,2022/9/13,39,month,No
155425695,2022/9/12,2022/10/19,39,month,Yes
152698255,2022/9/12,2022/10/12,39,month,Yes
155406449,2022/9/13,2023/8/27,39,month,Yes
137338480,2022/9/13,2022/9/14,39,month,Yes
155508519,2022/9/13,2022/10/23,39,month,Yes
155463846,2022/9/13,2022/10/3,39,month,Yes
122335220,2022/9/13,2022/9/17,39,month,Yes
155460904,2022/9/13,2023/6/14,39,month,Yes
155534484,2022/9/14,2022/9/15,39,month,No
155465332,2022/9/14,2023/3/6,39,month,Yes
155562517,2022/9/14,2022/12/7,39,month,Yes
153577096,2022/9/14,2022/10/21,39,month,Yes
144968444,2022/9/15,2022/9/15,39,month,No
155270889,2022/9/15,2023/3/6,39,month,Yes
155601465,2022/9/15,2023/6/1,39,month,Yes
154045370,2022/9/15,2022/11/28,39,month,Yes
155612742,2022/9/15,2022/11/8,39,month,Yes
155621162,2022/9/15,2022/11/14,39,month,Yes
154904040,2022/9/15,2022/10/22,39,month,Yes
150810434,2022/9/15,2022/10/12,39,month,Yes
150825802,2022/9/15,2022/10/13,39,month,Yes
151907203,2022/9/15,2022/10/11,39,month,Yes
149595273,2022/9/15,2022/9/29,39,month,Yes
155596960,2022/9/15,2022/9/23,39,month,Yes
129111644,2022/9/16,2023/3/23,39,month,Yes
155426674,2022/9/16,2023/4/10,39,month,Yes
154389303,2022/9/16,2023/1/5,39,month,Yes
155671632,2022/9/16,2022/12/22,39,month,Yes
155663101,2022/9/16,2022/10/4,39,month,Yes
155783230,2022/9/17,2023/5/12,39,month,Yes
155714315,2022/9/17,2023/1/14,39,month,Yes
155774393,2022/9/17,2022/10/18,39,month,Yes
152901090,2022/9/18,2023/1/25,39,month,Yes
147029752,2022/9/18,2022/11/21,39,month,Yes
155809043,2022/9/18,2022/12/8,39,month,Yes
155180991,2022/9/18,2022/11/12,39,month,Yes
155713732,2022/9/18,2022/9/30,39,month,Yes
155204060,2022/9/18,2022/10/17,39,month,Yes
136817161,2022/9/19,2022/10/17,39,month,No
126212861,2022/9/19,2022/9/19,39,month,Yes
155265877,2022/9/19,2023/2/10,39,month,Yes
155916753,2022/9/19,2023/2/19,39,month,Yes
155927984,2022/9/19,2022/12/17,39,month,Yes
155876104,2022/9/19,2022/12/14,39,month,Yes
155733164,2022/9/19,2022/9/19,39,month,Yes
153832728,2022/9/19,2022/10/18,39,month,Yes
155876188,2022/9/19,2022/10/20,39,month,Yes
150687940,2022/9/19,2022/10/18,39,month,Yes
155687378,2022/9/20,2023/3/27,39,month,Yes
156020667,2022/9/20,2023/5/9,39,month,Yes
155869412,2022/9/20,2022/12/21,39,month,Yes
156042204,2022/9/20,2022/11/8,39,month,Yes
153568990,2022/9/20,2022/9/30,39,month,Yes
155327111,2022/9/20,2022/10/31,39,month,Yes
155270521,2022/9/20,2023/8/8,39,month,Yes
155991618,2022/9/21,2023/6/28,39,month,Yes
156045144,2022/9/21,2022/12/6,39,month,Yes
155439932,2022/9/21,2022/11/14,39,month,Yes
152674430,2022/9/21,2022/10/3,39,month,Yes
156185490,2022/9/22,2023/5/2,39,month,Yes
156180312,2022/9/22,2022/11/15,39,month,Yes
151263484,2022/9/22,2022/10/29,39,month,Yes
156008989,2022/9/22,2022/10/21,39,month,Yes
147687218,2022/9/22,2022/10/29,39,month,Yes
131128612,2022/9/23,2023/1/16,39,month,Yes
156198840,2022/9/23,2023/1/21,39,month,Yes
144166296,2022/9/23,2022/10/19,39,month,Yes
136108848,2022/9/23,2022/11/30,39,month,Yes
156225482,2022/9/23,2022/10/14,39,month,Yes
156209360,2022/9/23,2022/10/30,39,month,Yes
153492199,2022/9/24,2022/12/1,39,month,Yes
156127439,2022/9/24,2022/11/1,39,month,Yes
156197748,2022/9/24,2022/10/26,39,month,Yes
129284681,2022/9/25,2022/11/1,39,month,Yes
156249750,2022/9/25,2022/11/2,39,month,Yes
155143974,2022/9/25,2022/11/18,39,month,Yes
151354965,2022/9/25,2022/10/29,39,month,Yes
156178486,2022/9/25,2022/10/24,39,month,Yes
132314522,2022/9/26,2022/12/4,39,month,Yes
152505897,2022/9/26,2023/4/7,39,month,Yes
151086770,2022/9/26,2023/1/23,39,month,Yes
148713821,2022/9/26,2023/2/10,39,month,Yes
146422602,2022/9/26,2022/11/3,39,month,Yes
156460574,2022/9/26,2022/11/17,39,month,Yes
156364063,2022/9/26,2022/11/14,39,month,Yes
149139298,2022/9/26,2022/10/26,39,month,Yes
156371514,2022/9/26,2022/10/24,39,month,Yes
156423167,2022/9/27,2023/1/18,39,month,Yes
155199164,2022/9/27,2023/1/3,39,month,Yes
156373191,2022/9/27,2022/12/28,39,month,Yes
156517374,2022/9/27,2022/9/27,39,month,Yes
154563706,2022/9/28,2023/3/25,39,month,Yes
124481723,2022/9/28,2022/11/22,39,month,Yes
146861757,2022/9/28,2022/12/22,39,month,Yes
152476124,2022/9/28,2022/11/28,39,month,Yes
156192628,2022/9/28,2022/11/20,39,month,Yes
152109538,2022/9/28,2022/10/19,39,month,Yes
156659071,2022/9/28,2022/9/29,39,month,Yes
156717075,2022/9/29,2023/4/14,39,month,Yes
156715443,2022/9/29,2022/12/29,39,month,Yes
147656952,2022/9/29,2022/12/28,39,month,Yes
152918862,2022/9/29,2022/11/20,39,month,Yes
146866890,2022/9/29,2022/10/24,39,month,Yes
155608371,2022/9/30,2022/10/1,39,month,No
156809544,2022/9/30,2023/3/28,39,month,Yes
156813288,2022/9/30,2023/5/20,39,month,Yes
156817946,2022/9/30,2023/6/3,39,month,Yes
156194905,2022/9/30,2023/4/6,39,month,Yes
148568942,2022/9/30,2023/1/6,39,month,Yes
151154171,2022/9/30,2022/11/29,39,month,Yes
122921842,2022/9/30,2022/11/6,39,month,Yes
144160302,2022/10/1,2022/10/2,39,month,Yes
155045053,2022/10/1,2023/1/1,39,month,Yes
133869989,2022/10/1,2022/11/2,39,month,Yes
156863940,2022/10/1,2022/11/2,39,month,Yes
156884323,2022/10/1,2022/10/25,39,month,Yes
156365410,2022/10/1,2022/10/29,39,month,Yes
152436949,2022/10/2,2022/10/3,39,month,No
156403612,2022/10/2,2023/1/26,39,month,Yes
154198756,2022/10/2,2022/11/14,39,month,Yes
156917754,2022/10/2,2022/10/28,39,month,Yes
134975906,2022/10/3,2022/10/27,39,month,Yes
156955735,2022/10/3,2023/7/2,39,month,Yes
156982750,2022/10/3,2023/2/6,39,month,Yes
156953312,2022/10/3,2023/3/17,39,month,Yes
124642102,2022/10/3,2023/1/3,39,month,Yes
156940530,2022/10/3,2023/1/10,39,month,Yes
155602780,2022/10/3,2023/1/20,39,month,Yes
149635726,2022/10/3,2022/11/8,39,month,Yes
152660102,2022/10/3,2022/11/28,39,month,Yes
153620734,2022/10/3,2022/11/29,39,month,Yes
156940254,2022/10/3,2022/10/3,39,month,Yes
156940060,2022/10/3,2022/10/10,39,month,Yes
156938938,2022/10/3,2022/10/3,39,month,Yes
156955272,2022/10/4,2023/4/21,39,month,Yes
156941638,2022/10/4,2023/3/15,39,month,Yes
157154624,2022/10/4,2023/1/30,39,month,Yes
151677119,2022/10/4,2022/12/14,39,month,Yes
139465940,2022/10/4,2022/11/5,39,month,Yes
148762867,2022/10/5,2023/6/23,39,month,Yes
150433978,2022/10/5,2022/11/5,39,month,Yes
157272487,2022/10/5,2022/12/7,39,month,Yes
153776370,2022/10/6,2022/12/6,39,month,Yes
157371444,2022/10/6,2022/12/8,39,month,Yes
157234944,2022/10/7,2022/10/24,39,month,Yes
157490039,2022/10/8,2023/3/15,39,month,Yes
157484010,2022/10/8,2023/3/15,39,month,Yes
125038257,2022/10/8,2022/11/17,39,month,Yes
157400730,2022/10/8,2022/10/26,39,month,Yes
157450645,2022/10/8,2022/10/18,39,month,Yes
156943008,2022/10/9,2022/10/10,39,month,Yes
127328047,2022/10/9,2023/1/16,39,month,Yes
157506842,2022/10/9,2022/11/15,39,month,Yes
150924853,2022/10/9,2022/11/23,39,month,Yes
157627904,2022/10/10,2023/1/11,39,month,Yes
157058101,2022/10/10,2022/11/9,39,month,Yes
157394598,2022/10/11,2022/10/12,39,month,No
157765918,2022/10/11,2022/10/12,39,month,No
157746458,2022/10/11,2023/4/25,39,month,Yes
157590918,2022/10/11,2023/2/12,39,month,Yes
157290992,2022/10/11,2023/1/10,39,month,Yes
156895701,2022/10/11,2022/12/18,39,month,Yes
155926313,2022/10/11,2022/11/28,39,month,Yes
